Sottoarea;Data;Vendite Previste;Mean Absolute Error;Root Mean Squared Error;Mean Squared Error;Mean Absolute Percentage Error
;25/05/2016;5,4614;0,3971;0,5556;0,3087;10,7443
;26/05/2016;4,0776;0,3946;0,5514;0,304;10,7443
;27/05/2016;5,4028;0,394;0,5511;0,3037;10,7148
;28/05/2016;1,292;0,3929;0,55;0,3025;10,7081
;29/05/2016;0,274;0,3928;0,5502;0,3027;10,7062
Sottoarea_45;20/05/2016;5,8046;0,3476;0,5016;0,2516;9,4963
;21/05/2016;0,695;0,3439;0,4923;0,2423;9,4963
;22/05/2016;0,0931;0,3445;0,4928;0,2428;9,517
;23/05/2016;3,8796;0,3451;0,4932;0,2433;9,5353
;24/05/2016;5,4051;0,3458;0,4937;0,2438;9,5353
;25/05/2016;5,0328;0,3461;0,4942;0,2442;9,5489
;26/05/2016;4,2729;0,3431;0,4876;0,2378;9,5489
;27/05/2016;5,6252;0,3428;0,4876;0,2377;9,5515
;28/05/2016;1,8529;0,3427;0,4877;0,2379;9,5587
;29/05/2016;0,0427;0,3402;0,4832;0,2335;9,5394
Sottoarea_46;20/05/2016;8,06;0,4758;0,6792;0,4613;8,9862
;21/05/2016;1,24;0,4708;0,6664;0,4441;8,9862
;22/05/2016;0,0899;0,4707;0,6667;0,4444;8,977
;23/05/2016;7,7214;0,4708;0,6671;0,445;8,9505
;24/05/2016;8,0203;0,4711;0,6676;0,4457;8,9505
;25/05/2016;7,3037;0,4716;0,6682;0,4465;8,9604
;26/05/2016;7,0815;0,468;0,6612;0,4372;8,9604
;27/05/2016;8,5987;0,4679;0,6614;0,4375;8,9637
;28/05/2016;1,0951;0,4674;0,6613;0,4373;8,9638
;29/05/2016;0,11;0,4659;0,6599;0,4354;8,957
Sottoarea_47;20/05/2016;3,2224;0,326;0,4639;0,2152;10,8357
;21/05/2016;0,9068;0,3234;0,4584;0,2102;10,8357
;22/05/2016;0,0964;0,324;0,4589;0,2106;10,8624
;23/05/2016;3,0055;0,3241;0,4592;0,2108;10,8624
;24/05/2016;4,91;0,3247;0,4596;0,2113;10,8624
;25/05/2016;4,2251;0,3242;0,4593;0,2109;10,8508
;26/05/2016;3,172;0,3214;0,4534;0,2056;10,8508
;27/05/2016;4,0496;0,3208;0,4531;0,2053;10,8478
;28/05/2016;0,5133;0,3214;0,4535;0,2057;10,8722
;29/05/2016;0,0964;0,3216;0,4539;0,206;10,8904
Sottoarea_48;20/05/2016;2,1845;0,1762;0,254;0,0645;13,6088
;21/05/2016;0,3332;0,175;0,252;0,0635;13,6088
;22/05/2016;0,02;0,1753;0,2523;0,0636;13,6394
;23/05/2016;1,4093;0,1753;0,2524;0,0637;13,6394
;24/05/2016;1,7964;0,1756;0,2527;0,0638;13,6394
;25/05/2016;1,8301;0,1753;0,2525;0,0638;13,6326
;26/05/2016;2,0096;0,1743;0,2509;0,0629;13,6326
;27/05/2016;2,0588;0,1745;0,2511;0,0631;13,6622
;28/05/2016;0,2734;0,1746;0,2512;0,0631;13,6766
;29/05/2016;0,01;0,1749;0,2515;0,0633;13,7126
Sottoarea_49;20/05/2016;2,1576;0,2913;0,455;0,207;14,2376
;21/05/2016;0,3486;0,2901;0,4538;0,206;14,2376
;22/05/2016;0,0267;0,2905;0,4543;0,2063;14,2595
;23/05/2016;2,4162;0,2909;0,4547;0,2067;14,2595
;24/05/2016;2,4994;0,2914;0,4551;0,2072;14,2595
;25/05/2016;2,7382;0,2915;0,4554;0,2074;14,2628
;26/05/2016;1,7022;0,2906;0,4546;0,2067;14,2628
;27/05/2016;2,6151;0,2902;0,4546;0,2066;14,1716
;28/05/2016;0,2699;0,2898;0,4545;0,2066;14,1656
;29/05/2016;0,02;0,2903;0,455;0,207;14,2014
Sottoarea_5;20/05/2016;8,584;0,5984;0,8632;0,7451;11,4997
;21/05/2016;2,5835;0,5918;0,8464;0,7163;11,4997
;22/05/2016;0,6432;0,5923;0,8471;0,7175;11,5143
;23/05/2016;9,0176;0,5933;0,8479;0,7189;11,5308
;24/05/2016;8,241;0,5944;0,8487;0,7204;11,5308
;25/05/2016;8,8859;0,5945;0,8493;0,7213;11,5414
;26/05/2016;6,9008;0,59;0,8404;0,7062;11,5414
;27/05/2016;8,7517;0,5895;0,8404;0,7063;11,5373
;28/05/2016;2,5211;0,5865;0,8359;0,6987;11,5272
;29/05/2016;0,4467;0,5859;0,8357;0,6985;11,5204
Sottoarea_50;20/05/2016;7,8819;0,6334;0,9063;0,8215;11,3706
;21/05/2016;3,1198;0,6298;0,9007;0,8112;11,3706
;22/05/2016;0,4912;0,6297;0,901;0,8119;11,3743
;23/05/2016;9,6077;0,6308;0,9019;0,8135;11,3824
;24/05/2016;8,4082;0,6317;0,9028;0,815;11,3636
;25/05/2016;9,4422;0,6299;0,901;0,8119;11,2722
;26/05/2016;7,8222;0,6261;0,8948;0,8006;11,2722
;27/05/2016;10,341;0,6262;0,8953;0,8016;11,2774
;28/05/2016;3,295;0,6253;0,8949;0,8009;11,2785
;29/05/2016;0,3481;0,6256;0,8956;0,802;11,2933
Sottoarea_52;20/05/2016;7,3412;0,4542;0,6532;0,4267;12,7305
;21/05/2016;1,375;0,4517;0,6493;0,4216;12,7305
;22/05/2016;0,1201;0,4522;0,6499;0,4223;12,7477
;23/05/2016;5,4504;0,452;0,6501;0,4226;12,65
;24/05/2016;5,0093;0,4526;0,6507;0,4234;12,65
;25/05/2016;6,6014;0,4528;0,6512;0,424;12,659
;26/05/2016;4,2726;0,4529;0,6515;0,4245;12,6379
;27/05/2016;6,8572;0,4517;0,6505;0,4231;12,5417
;28/05/2016;2,084;0,4524;0,6511;0,4239;12,566
;29/05/2016;0,08;0,4524;0,6514;0,4244;12,5683
Sottoarea_53;20/05/2016;5,4962;0,4848;0,688;0,4734;13,7537
;21/05/2016;0,9227;0,4825;0,6847;0,4688;13,7537
;22/05/2016;0,0101;0,4832;0,6853;0,4697;13,7783
;23/05/2016;3,4093;0,483;0,6856;0,47;13,6783
;24/05/2016;5,4003;0,4837;0,6862;0,4709;13,6783
;25/05/2016;6,4344;0,483;0,6859;0,4705;13,6077
;26/05/2016;5,8833;0,4821;0,6853;0,4697;13,4096
;27/05/2016;6,669;0,4801;0,683;0,4665;13,0815
;28/05/2016;1,1569;0,4806;0,6836;0,4673;13,0992
;29/05/2016;0,0101;0,48;0,6834;0,4671;13,0679
Sottoarea_54;20/05/2016;3,8597;0,3997;0,5477;0,3;12,5794
;21/05/2016;1,3294;0,397;0,5425;0,2943;12,5794
;22/05/2016;0,4598;0,3956;0,541;0,2926;12,5591
;23/05/2016;3,3388;0,3962;0,5415;0,2932;12,5645
;24/05/2016;4,4717;0,397;0,542;0,2938;12,5645
;25/05/2016;5,292;0,3964;0,5417;0,2934;12,5133
;26/05/2016;4,4942;0,3945;0,5389;0,2904;12,5133
;27/05/2016;3,8857;0,3946;0,5392;0,2907;12,5175
;28/05/2016;1,0517;0,3951;0,5397;0,2913;12,5388
;29/05/2016;0,1267;0,3949;0,5397;0,2913;12,5436
Sottoarea_55;20/05/2016;6,8448;0,4979;0,6873;0,4724;11,9569
;21/05/2016;1,9622;0,4947;0,6815;0,4645;11,9569
;22/05/2016;0,2678;0,4938;0,6809;0,4637;11,954
;23/05/2016;7,8011;0,4947;0,6816;0,4646;11,9647
;24/05/2016;6,5909;0,4955;0,6823;0,4655;11,9647
;25/05/2016;7,1404;0,4942;0,6812;0,464;11,9285
;26/05/2016;6,8361;0,4911;0,6754;0,4562;11,9285
;27/05/2016;6,6674;0,4913;0,6759;0,4568;11,9391
;28/05/2016;1,9042;0,4919;0,6765;0,4577;11,9589
;29/05/2016;0,3283;0,4907;0,6754;0,4562;11,9237
Sottoarea_56;20/05/2016;0,7529;0,1264;0,1687;0,0285;17,5198
;21/05/2016;0,0295;0,126;0,1683;0,0283;17,5198
;22/05/2016;0,0556;0,1261;0,1684;0,0284;17,585
;23/05/2016;0,3681;0,1264;0,1686;0,0284;17,585
;24/05/2016;0,3487;0,1266;0,1687;0,0285;17,585
;25/05/2016;0,6283;0,1262;0,1682;0,0283;17,491
;26/05/2016;0,5817;0,1262;0,1683;0,0283;17,491
;27/05/2016;0,8698;0,1262;0,1684;0,0283;17,518
;28/05/2016;0,0106;0,1261;0,1683;0,0283;17,511
;29/05/2016;0,01;0,1261;0,1684;0,0284;17,5612
Sottoarea_57;20/05/2016;10,8029;0,6817;0,936;0,8761;11,6656
;21/05/2016;2,9366;0,6757;0,9222;0,8504;11,6656
;22/05/2016;0,7606;0,6751;0,9221;0,8502;11,6648
;23/05/2016;10,0177;0,6755;0,9228;0,8515;11,6391
;24/05/2016;9,8571;0,6763;0,9236;0,853;11,6391
;25/05/2016;10,3184;0,6752;0,9228;0,8516;11,5732
;26/05/2016;9,2852;0,6706;0,9143;0,8359;11,5732
;27/05/2016;10,2519;0,669;0,9129;0,8334;11,5454
;28/05/2016;2,0306;0,669;0,9133;0,8341;11,5568
;29/05/2016;0,9967;0,6698;0,9141;0,8356;11,5747
Sottoarea_58;20/05/2016;8,2563;0,5315;0,7128;0,5082;12,3046
;21/05/2016;2,1382;0,5274;0,7041;0,4958;12,3046
;22/05/2016;0,6716;0,5262;0,703;0,4942;12,3068
;23/05/2016;7,0511;0,5259;0,7031;0,4943;12,2614
;24/05/2016;7,298;0,5269;0,7038;0,4953;12,2614
;25/05/2016;8,7144;0,5274;0,7044;0,4962;12,2792
;26/05/2016;6,3982;0,5234;0,6959;0,4843;12,2792
;27/05/2016;8,0367;0,5218;0,6941;0,4818;12,2771
;28/05/2016;2,399;0,5212;0,6939;0,4815;12,2694
;29/05/2016;0,6363;0,5221;0,6946;0,4825;12,2933
Sottoarea_59;20/05/2016;2,5007;0,2272;0,3138;0,0985;11,4998
;21/05/2016;0,4892;0,2261;0,3121;0,0974;11,4998
;22/05/2016;0,0202;0,2255;0,3115;0,097;11,4846
;23/05/2016;2,3666;0,2258;0,3118;0,0972;11,5042
;24/05/2016;3,0636;0,226;0,3121;0,0974;11,5042
;25/05/2016;2,7205;0,2258;0,312;0,0974;11,4495
;26/05/2016;2,1076;0,2248;0,3106;0,0965;11,4495
;27/05/2016;2,4355;0,2245;0,3104;0,0964;11,4463
;28/05/2016;0,3633;0,2243;0,3104;0,0964;11,3945
;29/05/2016;0,0997;0,2239;0,3102;0,0962;11,3883
Sottoarea_6;20/05/2016;1,0919;0,1108;0,1862;0,0347;8,5155
;21/05/2016;0,1517;0,1101;0,1851;0,0343;8,5155
;22/05/2016;0,0766;0,1099;0,1851;0,0343;8,4911
;23/05/2016;0,7117;0,1098;0,1852;0,0343;8,4911
;24/05/2016;0,9983;0,1101;0,1853;0,0344;8,4911
;25/05/2016;1,2028;0,1102;0,1855;0,0344;8,5018
;26/05/2016;0,6533;0,1094;0,1843;0,034;8,5018
;27/05/2016;1,0076;0,1095;0,1845;0,034;8,5096
;28/05/2016;0,7399;0,1088;0,1836;0,0337;8,4681
;29/05/2016;0;0,1088;0,1837;0,0337;8,4676
Sottoarea_60;20/05/2016;13,3111;0,7547;1,0588;1,1211;13,4705
;21/05/2016;4,0332;0,7467;1,0384;1,0783;13,4705
;22/05/2016;1,0802;0,7435;1,0341;1,0694;13,4633
;23/05/2016;12,9824;0,745;1,0352;1,0715;13,4909
;24/05/2016;15,1147;0,7457;1,0361;1,0734;13,4909
;25/05/2016;14,0245;0,7464;1,0369;1,0752;13,511
;26/05/2016;12,4963;0,741;1,0266;1,054;13,511
;27/05/2016;13,0636;0,7413;1,0273;1,0553;13,5268
;28/05/2016;4,4755;0,7422;1,0282;1,0573;13,5513
;29/05/2016;0,4341;0,7427;1,029;1,0589;13,5697
Sottoarea_61;20/05/2016;10,3869;0,7592;1,0591;1,1217;12,452
;21/05/2016;3,4562;0,7519;1,0417;1,085;12,452
;22/05/2016;0,3824;0,7505;1,0406;1,0829;12,4267
;23/05/2016;12,8171;0,7509;1,0414;1,0845;12,3379
;24/05/2016;11,1465;0,7524;1,0424;1,0867;12,3617
;25/05/2016;13,6574;0,7521;1,0427;1,0872;12,3667
;26/05/2016;11,7448;0,7457;1,0287;1,0582;12,3667
;27/05/2016;12,6763;0,7466;1,0296;1,0601;12,3886
;28/05/2016;2,5254;0,7461;1,0297;1,0602;12,3997
;29/05/2016;0,1931;0,7475;1,0307;1,0623;12,4256
Sottoarea_7;20/05/2016;3,0228;0,2667;0,359;0,1289;11,4183
;21/05/2016;1,0981;0,2647;0,3548;0,1259;11,4183
;22/05/2016;0,0533;0,2642;0,3545;0,1256;11,3859
;23/05/2016;2,9136;0,2642;0,3546;0,1258;11,3542
;24/05/2016;2,623;0,2645;0,355;0,126;11,3542
;25/05/2016;2,8361;0,2649;0,3553;0,1262;11,373
;26/05/2016;2,6416;0,2637;0,3534;0,1249;11,373
;27/05/2016;2,718;0,2642;0,3538;0,1251;11,3981
;28/05/2016;0,7948;0,2645;0,3541;0,1254;11,4174
;29/05/2016;0,0567;0,2648;0,3544;0,1256;11,4348
Sottoarea_8;20/05/2016;6,1103;0,4255;0,5815;0,3382;11,0405
;21/05/2016;2,1545;0,423;0,5772;0,3332;11,0405
;22/05/2016;0,3997;0,4221;0,5765;0,3323;11,0331
;23/05/2016;4,3297;0,4227;0,577;0,3329;11,0437
;24/05/2016;5,5361;0,4235;0,5776;0,3336;11,0437
;25/05/2016;5,9841;0,4232;0,5776;0,3336;11,0267
;26/05/2016;4,7084;0,4213;0,5749;0,3306;10,7566
;27/05/2016;5,9615;0,4213;0,5752;0,3308;10,7663
;28/05/2016;1,6617;0,4218;0,5757;0,3315;10,7841
;29/05/2016;0,34;0,4218;0,576;0,3318;10,7942
Sottoarea_9;20/05/2016;4,3377;0,3396;0,4543;0,2064;10,7782
;21/05/2016;1,29;0,3377;0,4509;0,2033;10,7782
;22/05/2016;0,2818;0,3376;0,4511;0,2035;10,7744
;23/05/2016;5,3878;0,3377;0,4513;0,2037;10,7327
;24/05/2016;3,8972;0,3383;0,4518;0,2041;10,7327
;25/05/2016;4,4356;0,3383;0,4519;0,2043;10,7164
;26/05/2016;4,9811;0,3364;0,4486;0,2012;10,7164
;27/05/2016;4,7083;0,3361;0,4485;0,2012;10,7134
;28/05/2016;1,24;0,3365;0,4489;0,2015;10,7292
;29/05/2016;0,3276;0,3367;0,4493;0,2018;10,7406
Sottoarea_91;20/05/2016;8,8818;0,5686;0,8005;0,6409;9,3257
;21/05/2016;1,8234;0,5642;0,7917;0,6268;9,3257
;22/05/2016;0,2147;0,565;0,7924;0,628;9,3416
;23/05/2016;7,4719;0,566;0,7932;0,6292;9,358
;24/05/2016;7,46;0,5672;0,794;0,6305;9,358
;25/05/2016;8,8691;0,5681;0,7948;0,6317;9,3733
;26/05/2016;8,6406;0,5644;0,7884;0,6215;9,3733
;27/05/2016;9,0357;0,5643;0,7887;0,622;9,371
;28/05/2016;2,4667;0,5634;0,7882;0,6213;9,3636
;29/05/2016;0,178;0,5617;0,7865;0,6185;9,3555
Sottoarea_92;20/05/2016;7,8031;0,5083;0,7387;0,5456;10,1781
;21/05/2016;2,5676;0,5037;0,7287;0,531;10,1781
;22/05/2016;0,311;0,5031;0,7285;0,5307;10,1406
;23/05/2016;7,9927;0,5033;0,729;0,5314;10,0748
;24/05/2016;7,6908;0,5041;0,7297;0,5325;10,0748
;25/05/2016;8,2557;0,5047;0,7304;0,5335;10,0894
;26/05/2016;8,5629;0,5007;0,7225;0,522;10,0894
;27/05/2016;8,0989;0,5007;0,7229;0,5225;10,0976
;28/05/2016;1,815;0,5014;0,7236;0,5235;10,1137
;29/05/2016;0,237;0,5001;0,7225;0,522;10,1008
Sottoarea_93;20/05/2016;2,3931;0,2178;0,2894;0,0838;10,6537
;21/05/2016;0,9639;0,2165;0,2873;0,0825;10,6537
;22/05/2016;0,096;0,2166;0,2874;0,0826;10,6574
;23/05/2016;2,4533;0,2165;0,2875;0,0826;10,6574
;24/05/2016;3,0087;0,2167;0,2877;0,0828;10,6574
;25/05/2016;2,5171;0,217;0,288;0,0829;10,677
;26/05/2016;2,6318;0,2158;0,2861;0,0818;10,677
;27/05/2016;2,731;0,215;0,2848;0,0811;10,6639
;28/05/2016;0,875;0,2151;0,285;0,0812;10,6686
;29/05/2016;0,0498;0,2149;0,285;0,0812;10,6712
Sottoarea_94;20/05/2016;6,4457;0,5966;0,8056;0,649;15,109
;21/05/2016;2,6171;0,5922;0,7965;0,6344;15,109
;22/05/2016;0,2601;0,5925;0,7971;0,6353;15,111
;23/05/2016;6,7346;0,5921;0,7971;0,6353;14,9664
;24/05/2016;6,0105;0,5921;0,7974;0,6359;14,9664
;25/05/2016;6,641;0,5929;0,7982;0,6371;14,9913
;26/05/2016;6,9826;0,5903;0,7944;0,631;14,9913
;27/05/2016;6,9487;0,5885;0,7925;0,628;14,8608
;28/05/2016;2,3671;0,5886;0,7929;0,6287;14,8706
;29/05/2016;0,2167;0,5886;0,7933;0,6293;14,8819
Sottoarea_95;20/05/2016;3,8629;0,4045;0,5351;0,2863;14,1948
;21/05/2016;1,654;0,4014;0,5282;0,279;14,1948
;22/05/2016;0,1577;0,4003;0,5271;0,2778;14,1197
;23/05/2016;3,5739;0,4006;0,5275;0,2782;14,0965
;24/05/2016;4,3484;0,401;0,5279;0,2787;14,0965
;25/05/2016;4,0332;0,4013;0,5283;0,2791;14,115
;26/05/2016;4,648;0,3992;0,5249;0,2755;14,115
;27/05/2016;4,6736;0,3972;0,5216;0,2721;13,8176
;28/05/2016;1,652;0,3966;0,5212;0,2716;13,7686
;29/05/2016;0,2243;0,3972;0,5217;0,2722;13,7964
Sottoarea_96;20/05/2016;6,6069;0,5302;0,7431;0,5522;11,3921
;21/05/2016;1,6899;0,5269;0,7374;0,5438;11,3921
;22/05/2016;0,0402;0,5264;0,7373;0,5436;11,3917
;23/05/2016;4,0308;0,5264;0,7376;0,5441;11,2976
;24/05/2016;7,0262;0,5271;0,7383;0,5451;11,2976
;25/05/2016;6,6869;0,527;0,7386;0,5456;11,2976
;26/05/2016;6,1226;0,524;0,7337;0,5383;11,2976
;27/05/2016;6,3533;0,5229;0,7329;0,5372;11,2635
;28/05/2016;1,7434;0,5236;0,7336;0,5382;11,2843
;29/05/2016;0,1136;0,5229;0,7333;0,5377;11,2692
Sottoarea_97;20/05/2016;3,6269;0,3011;0,4152;0,1724;9,7426
;21/05/2016;0,9017;0,2982;0,4078;0,1663;9,7426
;22/05/2016;0,0733;0,2985;0,4081;0,1666;9,7587
;23/05/2016;3,5014;0,2987;0,4085;0,1669;9,7412
;24/05/2016;4,2097;0,2993;0,4089;0,1672;9,7412
;25/05/2016;4,5312;0,2992;0,409;0,1673;9,7377
;26/05/2016;3,0602;0,2967;0,4036;0,1629;9,7377
;27/05/2016;3,9015;0,2963;0,4033;0,1627;9,7196
;28/05/2016;0,8342;0,2968;0,4037;0,163;9,7406
;29/05/2016;0,0268;0,2974;0,4041;0,1633;9,7634
Sottoarea_98;20/05/2016;4,4007;0,3135;0,4385;0,1923;10,1738
;21/05/2016;1,2811;0,3114;0,4346;0,1889;10,1738
;22/05/2016;0,0852;0,3119;0,435;0,1893;10,1924
;23/05/2016;4,1291;0,3119;0,4353;0,1895;10,1924
;24/05/2016;3,9227;0,3122;0,4357;0,1898;10,1924
;25/05/2016;4,1097;0,3127;0,4361;0,1902;10,2112
;26/05/2016;4,2471;0,3111;0,4335;0,1879;10,2112
;27/05/2016;4,4389;0,3109;0,4336;0,188;10,1909
;28/05/2016;1,0596;0,3111;0,4339;0,1883;10,1961
;29/05/2016;0,0367;0,3103;0,4332;0,1876;10,1868
Sottoarea_99;20/05/2016;5,3681;0,4161;0,5775;0,3335;10,0475
;21/05/2016;1,8214;0,4132;0,5719;0,327;10,0475
;22/05/2016;0,2527;0,4128;0,5718;0,327;10,0509
;23/05/2016;6,0932;0,4127;0,572;0,3272;10,0509
;24/05/2016;6,0781;0,4134;0,5726;0,3278;10,0509
;25/05/2016;5,8159;0,4134;0,5729;0,3282;10,0515
;26/05/2016;5,8619;0,4099;0,565;0,3192;10,0515
;27/05/2016;6,6764;0,4099;0,5653;0,3195;10,0521
;28/05/2016;1,144;0,4103;0,5658;0,3201;10,066
;29/05/2016;0,1084;0,4105;0,5662;0,3205;10,0788
Sottoarea_1;20/05/2016;2,4337;0,2623;0,3833;0,1469;15,9878
;21/05/2016;1,9662;0,2623;0,3835;0,1471;15,9638
;22/05/2016;0,0879;0,2625;0,3838;0,1473;15,9609
;23/05/2016;1,3304;0,2628;0,3842;0,1476;15,9787
;24/05/2016;2,0206;0,2632;0,3846;0,1479;16,001
;25/05/2016;1,4965;0,2633;0,3849;0,1481;15,9913
;26/05/2016;1,5194;0,2625;0,3841;0,1475;15,9913
;27/05/2016;2,1756;0,2623;0,3841;0,1475;15,9377
;28/05/2016;1,0293;0,2623;0,3843;0,1477;15,9179
;29/05/2016;0,403;0,2627;0,3847;0,148;15,9496
Sottoarea_10;20/05/2016;2,9807;0,2947;0,3779;0,1428;15,6365
;21/05/2016;2,6238;0,2941;0,3773;0,1423;15,5389
;22/05/2016;0,2056;0,2923;0,3739;0,1398;15,5207
;23/05/2016;2,0934;0,2927;0,3742;0,14;15,5272
;24/05/2016;2,2762;0,293;0,3746;0,1403;15,5272
;25/05/2016;3,8009;0,2929;0,3746;0,1404;15,4884
;26/05/2016;2,7933;0,2922;0,3738;0,1397;15,4884
;27/05/2016;2,683;0,2923;0,3741;0,1399;15,5011
;28/05/2016;1,4792;0,2921;0,374;0,1398;15,5042
;29/05/2016;0,2402;0,2913;0,3731;0,1392;15,4643
Sottoarea_100;20/05/2016;5,2607;0,4785;0,6948;0,4828;17,2566
;21/05/2016;4,3803;0,4785;0,6952;0,4833;17,197
;22/05/2016;0,7542;0,4782;0,6953;0,4834;17,1645
;23/05/2016;2,6232;0,4789;0,696;0,4844;17,1888
;24/05/2016;5,3948;0,4797;0,6967;0,4853;17,2106
;25/05/2016;6,3082;0,4791;0,6964;0,485;17,0717
;26/05/2016;5,648;0,4782;0,696;0,4843;17,0717
;27/05/2016;6,0296;0,4786;0,6965;0,4851;17,0739
;28/05/2016;4,6103;0,4793;0,6972;0,4861;17,1009
;29/05/2016;0,7153;0,4788;0,6971;0,486;16,9798
Sottoarea_101;20/05/2016;3,7413;0,4035;0,649;0,4212;19,0128
;21/05/2016;3,4251;0,4017;0,647;0,4187;19,0128
;22/05/2016;0,8063;0,4018;0,6475;0,4192;18,9744
;23/05/2016;1,7678;0,4024;0,6481;0,4201;19,0008
;24/05/2016;3,884;0,4031;0,6488;0,4209;19,0289
;25/05/2016;4,3818;0,4036;0,6494;0,4217;19,037
;26/05/2016;4,8603;0,4026;0,6488;0,421;19,037
;27/05/2016;3,8718;0,4034;0,6495;0,4218;19,0758
;28/05/2016;3,3987;0,4037;0,65;0,4225;19,0916
;29/05/2016;0,509;0,4037;0,6504;0,423;19,0395
Sottoarea_102;20/05/2016;5,4727;0,5224;0,7401;0,5478;18,1223
;21/05/2016;3,4948;0,5209;0,7387;0,5457;17,8958
;22/05/2016;0,68;0,5211;0,7392;0,5465;17,89
;23/05/2016;2,4536;0,5216;0,7399;0,5474;17,8958
;24/05/2016;5,1185;0,5222;0,7405;0,5484;17,8914
;25/05/2016;4,2753;0,5228;0,7412;0,5494;17,9073
;26/05/2016;4,9854;0,5214;0,7399;0,5474;17,9073
;27/05/2016;5,2292;0,521;0,74;0,5476;17,8712
;28/05/2016;2,4756;0,5204;0,7397;0,5472;17,8186
;29/05/2016;0,7796;0,5201;0,7399;0,5474;17,7834
Sottoarea_103;20/05/2016;3,0072;0,2739;0,3624;0,1314;14,6539
;21/05/2016;3,6743;0,2726;0,3604;0,1299;14,6539
;22/05/2016;0,1333;0,2724;0,3605;0,1299;14,6111
;23/05/2016;1,6069;0,2723;0,3605;0,13;14,6075
;24/05/2016;2,1459;0,2727;0,3609;0,1302;14,6257
;25/05/2016;2,1451;0,273;0,3612;0,1304;14,6212
;26/05/2016;2,585;0,2723;0,3605;0,1299;14,6212
;27/05/2016;2,7572;0,2718;0,3601;0,1296;14,5334
;28/05/2016;1,4967;0,2718;0,3602;0,1298;14,5372
;29/05/2016;0,1567;0,2722;0,3606;0,13;14,5631
Sottoarea_104;20/05/2016;2,5596;0,2648;0,3676;0,1352;14,5713
;21/05/2016;2,7189;0,2642;0,3672;0,1348;14,4782
;22/05/2016;0,0464;0,2644;0,3675;0,135;14,4756
;23/05/2016;1,8161;0,2649;0,3678;0,1353;14,5017
;24/05/2016;2,542;0,2652;0,3682;0,1356;14,5117
;25/05/2016;2,1944;0,2655;0,3685;0,1358;14,5172
;26/05/2016;2,2746;0,2651;0,3682;0,1356;14,5172
;27/05/2016;2,3093;0,265;0,3683;0,1357;14,4788
;28/05/2016;0,9833;0,2651;0,3686;0,1359;14,4887
;29/05/2016;0,2767;0,2654;0,3689;0,1361;14,492
Sottoarea_105;20/05/2016;6,6533;0,4444;0,6318;0,3992;15,3292
;21/05/2016;3,7835;0,4422;0,6286;0,3952;15,0337
;22/05/2016;1,9216;0,4423;0,629;0,3957;15,0244
;23/05/2016;5,5331;0,4424;0,6294;0,3961;14,969
;24/05/2016;6,2182;0,4431;0,63;0,3969;14,9855
;25/05/2016;6,0321;0,4437;0,6306;0,3977;15,0054
;26/05/2016;8,2045;0,4426;0,6296;0,3964;15,0054
;27/05/2016;6,7309;0,4434;0,6303;0,3972;15,0347
;28/05/2016;3,329;0,4443;0,6309;0,398;15,0667
;29/05/2016;1,9585;0,4442;0,6311;0,3983;15,0441
Sottoarea_106;20/05/2016;6,1145;0,4308;0,6054;0,3665;15,2199
;21/05/2016;5,0322;0,4297;0,6045;0,3654;15,0486
;22/05/2016;1,9531;0,4255;0,594;0,3529;15,0194
;23/05/2016;4,0582;0,4263;0,5946;0,3536;15,0491
;24/05/2016;5,5414;0,4268;0,5952;0,3542;15,0504
;25/05/2016;7,4346;0,4274;0,5957;0,3549;15,0719
;26/05/2016;8,816;0,4257;0,5936;0,3523;15,0719
;27/05/2016;6,4463;0,4254;0,5937;0,3525;15,0477
;28/05/2016;3,7162;0,4257;0,5941;0,353;15,0465
;29/05/2016;1,4267;0,4248;0,5935;0,3522;14,9857
Sottoarea_107;20/05/2016;2,7034;0,2546;0,4725;0,2233;16,3576
;21/05/2016;2,4097;0,2542;0,4725;0,2233;16,3576
;22/05/2016;0,913;0,252;0,4692;0,2202;16,311
;23/05/2016;1,8031;0,2525;0,4697;0,2206;16,311
;24/05/2016;3,0562;0,2529;0,4702;0,2211;16,311
;25/05/2016;5,3854;0,2531;0,4706;0,2214;16,3044
;26/05/2016;3,4172;0,2529;0,4708;0,2216;16,3044
;27/05/2016;2,6934;0,2525;0,4709;0,2217;16,3044
;28/05/2016;2,0578;0,2521;0,4709;0,2217;16,2216
;29/05/2016;0,5657;0,2518;0,471;0,2218;16,2216
Sottoarea_108;20/05/2016;2,8733;0,268;0,5015;0,2515;16,7951
;21/05/2016;1,8235;0,2676;0,5015;0,2515;16,7951
;22/05/2016;0,1599;0,2681;0,502;0,252;16,8305
;23/05/2016;0,8106;0,2683;0,5025;0,2525;16,8305
;24/05/2016;1,6394;0,2687;0,503;0,253;16,8305
;25/05/2016;1,8277;0,2689;0,5034;0,2534;16,8266
;26/05/2016;2,0383;0,2684;0,5033;0,2533;16,8266
;27/05/2016;2,2365;0,2685;0,5037;0,2538;16,8154
;28/05/2016;1,0552;0,2688;0,5042;0,2543;16,8321
;29/05/2016;0,0433;0,2688;0,5046;0,2546;16,8383
Sottoarea_109;20/05/2016;3,4692;0,4443;0,6409;0,4108;18,2518
;21/05/2016;2,1656;0,444;0,641;0,4108;18,2249
;22/05/2016;0,6094;0,4447;0,6416;0,4116;18,2557
