"Area","Zona","Sottoarea","Latitudine","Longitudine","Data","Vendite.previste","Vendite.previste.approssimate","Mean.Absolute.Error","Root.Mean.Squared.Error","Mean.Squared.Error","Mean.Absolute.Percentage.Error"
,,,,,"5/25/16","2.9394","3.0","0.3401","0.4799","0.2303","15.9056"
,,,,,"5/26/16","3.7533","4.0","0.3371","0.4733","0.224","15.9056"
,,,,,"5/27/16","2.3722","2.0","0.3364","0.4727","0.2235","15.9091"
,,,,,"5/28/16","1.9053","2.0","0.3366","0.4731","0.2238","15.9296"
,,,,,"5/29/16","0.2313","0.0","0.3371","0.4736","0.2243","15.9578"
"Area_60","Zona_25","Sottoarea_26","46.11339138","11.09523313","5/20/16","3.1328","3.0","0.453","0.7566","0.5724","17.1499"
,,,,,"5/21/16","3.7269","4.0","0.4521","0.7562","0.5719","16.9913"
,,,,,"5/22/16","0.749","1.0","0.4508","0.7555","0.5707","16.9816"
,,,,,"5/23/16","2.0032","2.0","0.4513","0.7562","0.5718","16.9956"
,,,,,"5/24/16","3.3284","3.0","0.4517","0.7568","0.5727","16.9699"
,,,,,"5/25/16","4.8609","5.0","0.4514","0.7571","0.5733","16.9763"
,,,,,"5/26/16","3.1919","3.0","0.4515","0.7577","0.5741","16.9223"
,,,,,"5/27/16","3.4135","3.0","0.4444","0.7373","0.5436","16.8977"
,,,,,"5/28/16","1.2851","1.0","0.4448","0.7379","0.5445","16.9151"
,,,,,"5/29/16","0.8845","1.0","0.4448","0.7384","0.5452","16.9051"
"Area_60","Zona_25","Sottoarea_27","46.65300245","11.45089691","5/20/16","2.1397","2.0","0.3026","0.4299","0.1848","16.3806"
,,,,,"5/21/16","1.5508","2.0","0.3012","0.4281","0.1833","16.3806"
,,,,,"5/22/16","0.2465","0.0","0.3013","0.4284","0.1835","16.3907"
,,,,,"5/23/16","1.678","2.0","0.3019","0.4288","0.1839","16.4227"
,,,,,"5/24/16","2.0293","2.0","0.3022","0.4292","0.1842","16.4227"
,,,,,"5/25/16","2.7679","3.0","0.3023","0.4295","0.1845","16.4339"
,,,,,"5/26/16","2.417","2.0","0.3021","0.4295","0.1845","16.3781"
,,,,,"5/27/16","2.3457","2.0","0.2993","0.4231","0.179","16.3601"
,,,,,"5/28/16","1.3638","1.0","0.2996","0.4235","0.1794","16.389"
,,,,,"5/29/16","0.24","0.0","0.3002","0.4239","0.1797","16.4256"
"Area_24","Zona_10","Sottoarea_28","45.70454611","10.26234435","5/20/16","4.8348","5.0","0.551","0.7933","0.6293","15.3179"
,,,,,"5/21/16","4.2843","4.0","0.551","0.7937","0.6299","15.2335"
,,,,,"5/22/16","1.3493","1.0","0.5513","0.7943","0.6309","15.2389"
,,,,,"5/23/16","2.4668","2.0","0.5517","0.7949","0.6319","15.2336"
,,,,,"5/24/16","4.9386","5.0","0.5524","0.7957","0.6331","15.2261"
,,,,,"5/25/16","4.3431","4.0","0.5528","0.7963","0.6341","15.2324"
,,,,,"5/26/16","5.1599","5.0","0.5516","0.7954","0.6326","15.0176"
,,,,,"5/27/16","8.7215","9.0","0.5508","0.7951","0.6323","14.9529"
,,,,,"5/28/16","2.4567","2.0","0.5509","0.7956","0.6329","14.9561"
,,,,,"5/29/16","1.0367","1.0","0.5513","0.7962","0.634","14.9646"
"Area_25","Zona_10","Sottoarea_29","45.23421061","10.57507977","5/20/16","3.9753","4.0","0.4984","0.7709","0.5942","16.0893"
,,,,,"5/21/16","3.3265","3.0","0.4979","0.7709","0.5943","15.9621"
,,,,,"5/22/16","0.2859","0.0","0.4981","0.7715","0.5951","15.9541"
,,,,,"5/23/16","2.7615","3.0","0.4986","0.7721","0.5962","15.9601"
,,,,,"5/24/16","3.1771","3.0","0.4986","0.7726","0.5969","15.943"
,,,,,"5/25/16","3.2624","3.0","0.4982","0.7728","0.5972","15.928"
,,,,,"5/26/16","2.6745","3.0","0.4976","0.7727","0.5971","15.7876"
,,,,,"5/27/16","5.656","6.0","0.4976","0.7731","0.5977","15.7836"
,,,,,"5/28/16","2.1585","2.0","0.4984","0.7739","0.5989","15.8113"
,,,,,"5/29/16","0.2854","0.0","0.4989","0.7746","0.6","15.8269"
"Area_42","Zona_16","Sottoarea_3","45.33101713","8.264631871","5/20/16","0.7207","1.0","0.1385","0.192","0.0369","18.3322"
,,,,,"5/21/16","0.1466","0.0","0.1387","0.1922","0.0369","18.3322"
,,,,,"5/22/16","0.1141","0.0","0.1387","0.1922","0.0369","18.3322"
,,,,,"5/23/16","0.1799","0.0","0.1389","0.1924","0.037","18.3322"
,,,,,"5/24/16","0.3515","0.0","0.1392","0.1926","0.0371","18.3322"
,,,,,"5/25/16","0.7009","1.0","0.1393","0.1927","0.0371","18.3322"
,,,,,"5/26/16","0.1748","0.0","0.1392","0.1928","0.0372","18.3322"
,,,,,"5/27/16","0.8111","1.0","0.1394","0.193","0.0372","18.4129"
,,,,,"5/28/16","0.1877","0.0","0.1394","0.193","0.0373","18.4129"
,,,,,"5/29/16","0.0758","0.0","0.1393","0.193","0.0373","18.4129"
"Area_5","Zona_3","Sottoarea_30","39.27515696","16.38652553","5/20/16","1.759","2.0","0.2161","0.2768","0.0766","14.9743"
,,,,,"5/21/16","1.0502","1.0","0.2156","0.2764","0.0764","14.9743"
,,,,,"5/22/16","0.09","0.0","0.2159","0.2766","0.0765","14.9978"
,,,,,"5/23/16","1.766","2.0","0.2163","0.2769","0.0767","15.0212"
,,,,,"5/24/16","1.909","2.0","0.2162","0.2769","0.0767","14.9938"
,,,,,"5/25/16","1.5466","2.0","0.2165","0.2772","0.0768","15.0185"
,,,,,"5/26/16","1.3487","1.0","0.216","0.2767","0.0766","15.0185"
,,,,,"5/27/16","1.8056","2.0","0.2161","0.2769","0.0767","15.0112"
,,,,,"5/28/16","0.8888","1.0","0.2165","0.2772","0.0768","15.0446"
,,,,,"5/29/16","0.2133","0.0","0.2167","0.2774","0.0769","15.0534"
"Area_5","Zona_3","Sottoarea_31","39.5381664","16.36638916","5/20/16","2.6375","3.0","0.2777","0.3912","0.153","14.2755"
,,,,,"5/21/16","2.073","2.0","0.2765","0.3895","0.1517","14.2755"
,,,,,"5/22/16","0.6818","1.0","0.277","0.3899","0.152","14.3035"
,,,,,"5/23/16","2.57","3.0","0.2774","0.3902","0.1523","14.3227"
,,,,,"5/24/16","2.1166","2.0","0.2774","0.3904","0.1524","14.3227"
,,,,,"5/25/16","2.5298","3.0","0.2776","0.3907","0.1527","14.3391"
,,,,,"5/26/16","2.6134","3.0","0.2761","0.3883","0.1508","14.3391"
,,,,,"5/27/16","2.4302","2.0","0.2757","0.3881","0.1506","14.2614"
,,,,,"5/28/16","1.0767","1.0","0.2761","0.3884","0.1509","14.2805"
,,,,,"5/29/16","0.5978","1.0","0.2755","0.388","0.1506","14.1856"
"Area_6","Zona_3","Sottoarea_33","38.95201339","16.64002115","5/20/16","0.4734","0.0","0.1429","0.1842","0.0339","18.7716"
,,,,,"5/21/16","0.0499","0.0","0.143","0.1843","0.034","18.7716"
,,,,,"5/22/16","0.0133","0.0","0.1432","0.1845","0.034","18.7716"
,,,,,"5/23/16","0.7022","1.0","0.1435","0.1847","0.0341","18.7716"
,,,,,"5/24/16","0.2426","0.0","0.1437","0.1849","0.0342","18.7716"
,,,,,"5/25/16","0.7313","1.0","0.1434","0.1846","0.0341","18.7716"
,,,,,"5/26/16","0.7139","1.0","0.1433","0.1846","0.0341","18.7716"
,,,,,"5/27/16","0.7476","1.0","0.1429","0.184","0.0339","18.7716"
,,,,,"5/28/16","0.1217","0.0","0.1427","0.1839","0.0338","18.7716"
,,,,,"5/29/16","0.0133","0.0","0.1428","0.184","0.0339","18.7716"
"Area_6","Zona_3","Sottoarea_34","38.66379709","16.27171094","5/20/16","1.2409","1.0","0.1347","0.1956","0.0383","9.8207"
,,,,,"5/21/16","0.2615","0.0","0.1343","0.1952","0.0381","9.8207"
,,,,,"5/22/16","0.0555","0.0","0.1343","0.1952","0.0381","9.802"
,,,,,"5/23/16","0.6867","1.0","0.1341","0.1952","0.0381","9.802"
,,,,,"5/24/16","0.9986","1.0","0.1341","0.1953","0.0381","9.802"
,,,,,"5/25/16","1.0261","1.0","0.1341","0.1954","0.0382","9.7959"
,,,,,"5/26/16","1.2426","1.0","0.1336","0.1949","0.038","9.7959"
,,,,,"5/27/16","1.2409","1.0","0.1333","0.1946","0.0379","9.7959"
,,,,,"5/28/16","0.2567","0.0","0.1334","0.1948","0.0379","9.7893"
,,,,,"5/29/16","0.0453","0.0","0.1335","0.1949","0.038","9.8071"
"Area_6","Zona_3","Sottoarea_35","38.22294601","15.98742763","5/20/16","3.7697","4.0","0.2995","0.4472","0.2","14.8093"
,,,,,"5/21/16","1.5687","2.0","0.298","0.4452","0.1982","14.6115"
,,,,,"5/22/16","0.8559","1.0","0.2981","0.4455","0.1985","14.5826"
,,,,,"5/23/16","2.3258","2.0","0.2986","0.4459","0.1988","14.6046"
,,,,,"5/24/16","2.8448","3.0","0.2992","0.4464","0.1992","14.6356"
,,,,,"5/25/16","3.0354","3.0","0.2994","0.4467","0.1996","14.6304"
,,,,,"5/26/16","2.2196","2.0","0.2985","0.4458","0.1988","14.6304"
,,,,,"5/27/16","3.1981","3.0","0.2988","0.4463","0.1991","14.6533"
,,,,,"5/28/16","1.1439","1.0","0.2985","0.4463","0.1992","14.638"
,,,,,"5/29/16","0.51","1.0","0.2983","0.4463","0.1992","14.5751"
"Area_7","Zona_4","Sottoarea_36","40.88247489","14.10812511","5/20/16","3.1135","3.0","0.307","0.3948","0.1558","16.0115"
,,,,,"5/21/16","2.0393","2.0","0.306","0.3936","0.1549","15.8735"
,,,,,"5/22/16","0.9859","1.0","0.3059","0.3936","0.155","15.8816"
,,,,,"5/23/16","2.0274","2.0","0.3059","0.3938","0.1551","15.8851"
,,,,,"5/24/16","3.0109","3.0","0.3064","0.3942","0.1554","15.9028"
,,,,,"5/25/16","2.6648","3.0","0.3059","0.3939","0.1552","15.8209"
,,,,,"5/26/16","3.222","3.0","0.3049","0.3925","0.1541","15.8209"
,,,,,"5/27/16","2.3873","2.0","0.3045","0.3923","0.1539","15.8007"
,,,,,"5/28/16","2.0804","2.0","0.305","0.3926","0.1542","15.8313"
,,,,,"5/29/16","0.7602","1.0","0.3052","0.393","0.1544","15.8473"
"Area_7","Zona_4","Sottoarea_37","41.18018412","14.1543351","5/20/16","8.7707","9.0","0.6591","0.8818","0.7776","16.2556"
,,,,,"5/21/16","6.4726","6.0","0.6569","0.8792","0.773","16.1056"
,,,,,"5/22/16","2.2446","2.0","0.6566","0.8793","0.7732","16.0823"
,,,,,"5/23/16","3.8828","4.0","0.6569","0.8799","0.7742","16.0888"
,,,,,"5/24/16","7.463","7.0","0.6575","0.8806","0.7755","16.0878"
,,,,,"5/25/16","6.8252","7.0","0.6559","0.879","0.7727","15.8119"
,,,,,"5/26/16","7.7478","8.0","0.6534","0.8759","0.7671","15.4494"
,,,,,"5/27/16","7.5426","8.0","0.653","0.8759","0.7672","15.4213"
,,,,,"5/28/16","6.5566","7.0","0.6537","0.8767","0.7686","15.4455"
,,,,,"5/29/16","1.3103","1.0","0.6544","0.8774","0.7699","15.4645"
"Area_8","Zona_4","Sottoarea_38","41.06320755","14.57516893","5/20/16","1.6064","2.0","0.1915","0.2844","0.0809","13.4474"
,,,,,"5/21/16","0.9252","1.0","0.1912","0.2841","0.0807","13.4474"
,,,,,"5/22/16","0.1198","0.0","0.1915","0.2844","0.0809","13.4802"
,,,,,"5/23/16","1.0128","1.0","0.1915","0.2845","0.081","13.4587"
,,,,,"5/24/16","1.6211","2.0","0.1917","0.2848","0.0811","13.4587"
,,,,,"5/25/16","1.5525","2.0","0.1914","0.2846","0.081","13.4587"
,,,,,"5/26/16","1.3578","1.0","0.191","0.2844","0.0809","13.4587"
,,,,,"5/27/16","1.5949","2.0","0.1914","0.2847","0.0811","13.4871"
,,,,,"5/28/16","0.5434","1.0","0.1917","0.285","0.0812","13.5165"
,,,,,"5/29/16","0.1233","0.0","0.1914","0.2849","0.0812","13.5165"
"Area_8","Zona_4","Sottoarea_39","41.0668097","14.82806001","5/20/16","2.9559","3.0","0.3553","0.5709","0.3259","16.2022"
,,,,,"5/21/16","2.4593","2.0","0.3551","0.5711","0.3262","16.1371"
,,,,,"5/22/16","0.3285","0.0","0.3552","0.5715","0.3266","16.1057"
,,,,,"5/23/16","1.4437","1.0","0.3553","0.572","0.3272","16.1117"
,,,,,"5/24/16","3.8149","4.0","0.3558","0.5725","0.3278","16.121"
,,,,,"5/25/16","4.3184","4.0","0.3562","0.573","0.3284","16.1231"
,,,,,"5/26/16","3.1409","3.0","0.3552","0.5723","0.3275","16.1231"
,,,,,"5/27/16","3.2645","3.0","0.355","0.5725","0.3278","16.0625"
,,,,,"5/28/16","1.9575","2.0","0.3552","0.573","0.3283","16.0785"
,,,,,"5/29/16","0.12","0.0","0.3556","0.5735","0.3289","16.0975"
"Area_42","Zona_16","Sottoarea_4","44.83720054","8.639266298","5/20/16","2.1192","2.0","0.2297","0.3175","0.1008","14.4707"
,,,,,"5/21/16","2.9869","3.0","0.229","0.3167","0.1003","14.4707"
,,,,,"5/22/16","0.1367","0.0","0.2287","0.3166","0.1002","14.4172"
,,,,,"5/23/16","1.0205","1.0","0.2291","0.3169","0.1004","14.4467"
,,,,,"5/24/16","1.7854","2.0","0.2294","0.3172","0.1006","14.4467"
,,,,,"5/25/16","2.4185","2.0","0.2297","0.3175","0.1008","14.4571"
,,,,,"5/26/16","2.9653","3.0","0.2291","0.3169","0.1004","14.4571"
,,,,,"5/27/16","2.2652","2.0","0.2291","0.3171","0.1006","14.4464"
,,,,,"5/28/16","1.1268","1.0","0.2294","0.3174","0.1008","14.4564"
,,,,,"5/29/16","0.1367","0.0","0.2294","0.3176","0.1009","14.464"
"Area_8","Zona_4","Sottoarea_40","40.93182485","14.96502532","5/20/16","4.2435","4.0","0.4992","0.6878","0.4731","18.2475"
,,,,,"5/21/16","2.9313","3.0","0.4977","0.6862","0.4709","18.0189"
,,,,,"5/22/16","0.5862","1.0","0.4975","0.6864","0.4711","17.9321"
,,,,,"5/23/16","2.2238","2.0","0.4981","0.687","0.472","17.9501"
,,,,,"5/24/16","3.8015","4.0","0.4989","0.6877","0.4729","17.9669"
,,,,,"5/25/16","6.8856","7.0","0.4983","0.6875","0.4727","17.9231"
,,,,,"5/26/16","4.7708","5.0","0.4977","0.6872","0.4723","17.7888"
,,,,,"5/27/16","4.3954","4.0","0.4977","0.6876","0.4728","17.7737"
,,,,,"5/28/16","3.4782","3.0","0.4986","0.6883","0.4737","17.8088"
,,,,,"5/29/16","0.893","1.0","0.4989","0.6888","0.4744","17.8093"
"Area_54","Zona_20","Sottoarea_41","37.56527895","15.0828956","5/20/16","3.7301","4.0","0.3212","0.4473","0.2001","16.8143"
,,,,,"5/21/16","2.1871","2.0","0.3205","0.4468","0.1997","16.71"
,,,,,"5/22/16","0.7222","1.0","0.3198","0.4461","0.199","16.5878"
,,,,,"5/23/16","1.9244","2.0","0.3195","0.4461","0.199","16.5749"
,,,,,"5/24/16","2.5506","3.0","0.3199","0.4466","0.1994","16.5865"
,,,,,"5/25/16","2.7088","3.0","0.3193","0.4461","0.199","16.4832"
,,,,,"5/26/16","3.6494","4.0","0.3184","0.4452","0.1982","16.4832"
,,,,,"5/27/16","3.8859","4.0","0.3183","0.4453","0.1983","16.4368"
,,,,,"5/28/16","1.605","2.0","0.3176","0.4448","0.1979","16.3269"
,,,,,"5/29/16","0.5526","1.0","0.317","0.4444","0.1975","16.2238"
"Area_54","Zona_20","Sottoarea_42","37.58012607","15.01785811","5/20/16","5.3589","5.0","0.4798","0.6453","0.4164","15.6214"
,,,,,"5/21/16","4.166","4.0","0.4791","0.6448","0.4158","15.5657"
,,,,,"5/22/16","0.9638","1.0","0.4784","0.6445","0.4153","15.5125"
,,,,,"5/23/16","2.4117","2.0","0.4793","0.6451","0.4162","15.5411"
,,,,,"5/24/16","7.196","7.0","0.4797","0.6456","0.4168","15.5423"
,,,,,"5/25/16","4.2177","4.0","0.4797","0.6459","0.4172","15.5282"
,,,,,"5/26/16","5.2329","5.0","0.4785","0.6448","0.4158","15.5282"
,,,,,"5/27/16","4.8544","5.0","0.4787","0.6452","0.4163","15.5339"
,,,,,"5/28/16","3.0636","3.0","0.4795","0.6459","0.4171","15.5627"
,,,,,"5/29/16","1.3723","1.0","0.4804","0.6465","0.418","15.5924"
"Area_31","Zona_12","Sottoarea_43","45.59330124","9.038145485","5/20/16","7.719","8.0","0.7893","1.1472","1.3161","18.9431"
,,,,,"5/21/16","3.8715","4.0","0.7892","1.1477","1.3172","18.8043"
,,,,,"5/22/16","2.2399","2.0","0.7901","1.1487","1.3196","18.8191"
,,,,,"5/23/16","3.8168","4.0","0.7906","1.1497","1.3217","18.8315"
,,,,,"5/24/16","5.0723","5.0","0.7914","1.1507","1.3241","18.831"
,,,,,"5/25/16","7.6835","8.0","0.7918","1.1515","1.326","18.8064"
,,,,,"5/26/16","7.9945","8.0","0.7903","1.1506","1.3239","18.5216"
,,,,,"5/27/16","6.9011","7.0","0.7894","1.1504","1.3234","18.4266"
,,,,,"5/28/16","3.8789","4.0","0.7908","1.1515","1.326","18.4632"
,,,,,"5/29/16","1.2813","1.0","0.7907","1.1521","1.3273","18.4428"
"Area_31","Zona_12","Sottoarea_44","45.55204196","8.938110957","5/20/16","3.2761","3.0","0.3699","0.5971","0.3566","16.6214"
,,,,,"5/21/16","4.0259","4.0","0.3686","0.596","0.3552","16.4343"
,,,,,"5/22/16","0.5331","1.0","0.3678","0.5956","0.3547","16.3013"
,,,,,"5/23/16","1.5755","2.0","0.3677","0.5959","0.3551","16.2961"
,,,,,"5/24/16","2.2717","2.0","0.3682","0.5965","0.3558","16.2978"
,,,,,"5/25/16","3.0099","3.0","0.3675","0.5963","0.3556","16.1813"
,,,,,"5/26/16","3.38","3.0","0.3657","0.5941","0.353","16.1813"
,,,,,"5/27/16","3.0507","3.0","0.3658","0.5946","0.3535","16.1812"
,,,,,"5/28/16","2.8","3.0","0.3664","0.5951","0.3542","16.2125"
,,,,,"5/29/16","0.7254","1.0","0.3665","0.5956","0.3547","16.2135"
"Area_29","Zona_11","Sottoarea_45","46.05227992","9.490785107","5/20/16","3.3676","3.0","0.3609","0.5996","0.3595","16.6092"
,,,,,"5/21/16","1.7511","2.0","0.3598","0.5988","0.3586","16.4424"
,,,,,"5/22/16","0.2507","0.0","0.3573","0.5949","0.3539","16.4268"
,,,,,"5/23/16","1.4362","1.0","0.3579","0.5955","0.3546","16.457"
,,,,,"5/24/16","2.3429","2.0","0.358","0.596","0.3552","16.4293"
,,,,,"5/25/16","2.0509","2.0","0.3582","0.5964","0.3557","16.4321"
,,,,,"5/26/16","1.5966","2.0","0.358","0.5967","0.356","16.3683"
,,,,,"5/27/16","3.3531","3.0","0.3586","0.5973","0.3567","16.4035"
,,,,,"5/28/16","1.52","2.0","0.3593","0.5979","0.3574","16.4385"
,,,,,"5/29/16","0.2088","0.0","0.359","0.598","0.3576","16.4173"
"Area_29","Zona_11","Sottoarea_46","45.76197573","9.153925127","5/20/16","3.4311","3.0","0.5311","1.3558","1.8382","18.1754"
,,,,,"5/21/16","2.4976","2.0","0.5308","1.3568","1.8408","18.0614"
,,,,,"5/22/16","0.3929","0.0","0.5318","1.3581","1.8445","18.1002"
,,,,,"5/23/16","2.0798","2.0","0.5328","1.3595","1.8482","18.1384"
,,,,,"5/24/16","3.8934","4.0","0.5333","1.3608","1.8517","18.1157"
,,,,,"5/25/16","3.1048","3.0","0.5294","1.3576","1.843","17.8833"
,,,,,"5/26/16","3.5107","4.0","0.5271","1.3569","1.8411","17.8833"
,,,,,"5/27/16","3.605","4.0","0.5259","1.3573","1.8423","17.8003"
,,,,,"5/28/16","1.6621","2.0","0.5263","1.3586","1.8457","17.8212"
,,,,,"5/29/16","0.49","0.0","0.5259","1.3595","1.8484","17.7792"
"Area_43","Zona_16","Sottoarea_47","44.55935863","7.823977973","5/20/16","1.433","1.0","0.197","0.2591","0.0671","13.6359"
,,,,,"5/21/16","0.6166","1.0","0.1964","0.2583","0.0667","13.6359"
,,,,,"5/22/16","0.0331","0.0","0.1965","0.2585","0.0668","13.6316"
,,,,,"5/23/16","1.0152","1.0","0.1964","0.2585","0.0668","13.6098"
,,,,,"5/24/16","1.0288","1.0","0.1967","0.2588","0.067","13.6098"
,,,,,"5/25/16","1.5381","2.0","0.197","0.259","0.0671","13.6369"
,,,,,"5/26/16","1.5802","2.0","0.1963","0.2581","0.0666","13.6369"
,,,,,"5/27/16","1.6162","2.0","0.196","0.2579","0.0665","13.5876"
,,,,,"5/28/16","0.5763","1.0","0.1962","0.2581","0.0666","13.5927"
,,,,,"5/29/16","0.1312","0.0","0.1965","0.2584","0.0668","13.6156"
"Area_43","Zona_16","Sottoarea_48","44.39436736","7.444985475","5/20/16","0.4649","0.0","0.1645","0.2617","0.0685","15.5263"
,,,,,"5/21/16","0.1797","0.0","0.1644","0.2618","0.0685","15.5263"
,,,,,"5/22/16","0.0245","0.0","0.1642","0.2618","0.0685","15.5263"
,,,,,"5/23/16","0.1933","0.0","0.1644","0.2621","0.0687","15.5263"
,,,,,"5/24/16","1.0864","1.0","0.1647","0.2623","0.0688","15.5263"
,,,,,"5/25/16","0.2781","0.0","0.1644","0.2621","0.0687","15.4475"
,,,,,"5/26/16","0.5904","1.0","0.1642","0.2622","0.0687","15.4475"
,,,,,"5/27/16","0.5354","1.0","0.1638","0.262","0.0686","15.4475"
,,,,,"5/28/16","0.4501","0.0","0.1638","0.2621","0.0687","15.4425"
,,,,,"5/29/16","0.0473","0.0","0.164","0.2624","0.0688","15.48"
"Area_43","Zona_16","Sottoarea_49","44.8974384","8.199256215","5/20/16","0.7419","1.0","0.1544","0.2198","0.0483","12.0371"
,,,,,"5/21/16","0.3888","0.0","0.154","0.2194","0.0481","12.0371"
,,,,,"5/22/16","0.0159","0.0","0.1542","0.2196","0.0482","12.0624"
,,,,,"5/23/16","0.3198","0.0","0.1545","0.2198","0.0483","12.0624"
,,,,,"5/24/16","0.7503","1.0","0.1549","0.2201","0.0484","12.0624"
,,,,,"5/25/16","0.8183","1.0","0.155","0.2203","0.0485","12.0624"
,,,,,"5/26/16","0.3236","0.0","0.1547","0.22","0.0484","12.0624"
,,,,,"5/27/16","0.8467","1.0","0.1548","0.2202","0.0485","12.0735"
,,,,,"5/28/16","0.08","0.0","0.1546","0.2201","0.0484","12.0735"
,,,,,"5/29/16","0.0081","0.0","0.1541","0.2195","0.0482","12.0735"
"Area_1","Zona_1","Sottoarea_5","42.49907296","13.76170831","5/20/16","3.5569","4.0","0.4556","0.622","0.3869","17.6279"
,,,,,"5/21/16","2.2661","2.0","0.454","0.6203","0.3847","17.4043"
,,,,,"5/22/16","0.6233","1.0","0.4541","0.6206","0.3852","17.4126"
,,,,,"5/23/16","2.8055","3.0","0.4547","0.6212","0.3859","17.4305"
,,,,,"5/24/16","3.2323","3.0","0.4547","0.6215","0.3863","17.422"
,,,,,"5/25/16","3.8302","4.0","0.4554","0.6221","0.387","17.4505"
,,,,,"5/26/16","4.0671","4.0","0.4524","0.6164","0.38","17.4505"
,,,,,"5/27/16","4.3059","4.0","0.4527","0.6169","0.3806","17.4687"
,,,,,"5/28/16","1.6765","2.0","0.4527","0.6172","0.3809","17.4804"
,,,,,"5/29/16","0.9392","1.0","0.4535","0.6178","0.3817","17.517"
"Area_13","Zona_6","Sottoarea_50","44.59497577","11.91913661","5/20/16","5.0827","5.0","0.572","0.8342","0.6959","18.2653"
,,,,,"5/21/16","3.8045","4.0","0.5708","0.8334","0.6945","18.0574"
,,,,,"5/22/16","1.1703","1.0","0.5695","0.8324","0.6928","18.043"
,,,,,"5/23/16","3.7893","4.0","0.5698","0.833","0.6939","17.9971"
,,,,,"5/24/16","5.3943","5.0","0.5705","0.8338","0.6952","17.9815"
,,,,,"5/25/16","6.0798","6.0","0.5714","0.8346","0.6965","18.0124"
,,,,,"5/26/16","9.9117","10.0","0.5706","0.8343","0.6961","18.0124"
,,,,,"5/27/16","6.2504","6.0","0.5696","0.8338","0.6952","18.0185"
,,,,,"5/28/16","2.0658","2.0","0.5703","0.8346","0.6965","18.0405"
,,,,,"5/29/16","1.4065","1.0","0.5701","0.8349","0.697","18.0085"
"Area_46","Zona_17","Sottoarea_52","41.55185859","15.50995159","5/20/16","3.6749","4.0","0.3683","0.5065","0.2565","16.0243"
,,,,,"5/21/16","2.6189","3.0","0.3677","0.5061","0.2561","15.9099"
,,,,,"5/22/16","0.4283","0.0","0.3674","0.506","0.2561","15.8329"
,,,,,"5/23/16","1.4139","1.0","0.368","0.5065","0.2566","15.8625"
,,,,,"5/24/16","2.5702","3.0","0.368","0.5067","0.2568","15.8547"
,,,,,"5/25/16","2.8887","3.0","0.3654","0.5018","0.2518","15.7116"
,,,,,"5/26/16","2.8405","3.0","0.3641","0.5003","0.2503","15.5289"
,,,,,"5/27/16","3.5061","4.0","0.3647","0.5008","0.2508","15.5584"
,,,,,"5/28/16","2.2486","2.0","0.3651","0.5013","0.2513","15.5744"
,,,,,"5/29/16","0.5187","1.0","0.3648","0.5012","0.2512","15.5793"
"Area_46","Zona_17","Sottoarea_53","41.20635308","16.39459942","5/20/16","3.5664","4.0","0.4102","0.5322","0.2833","16.6374"
,,,,,"5/21/16","3.1108","3.0","0.4093","0.5313","0.2823","16.4859"
,,,,,"5/22/16","1.2652","1.0","0.4097","0.5318","0.2828","16.5015"
,,,,,"5/23/16","1.3282","1.0","0.4104","0.5323","0.2834","16.5287"
,,,,,"5/24/16","2.8512","3.0","0.4106","0.5327","0.2838","16.5345"
,,,,,"5/25/16","2.8956","3.0","0.4111","0.5332","0.2843","16.5487"
,,,,,"5/26/16","3.7012","4.0","0.41","0.532","0.283","16.5487"
,,,,,"5/27/16","3.8981","4.0","0.4095","0.5317","0.2827","16.5116"
,,,,,"5/28/16","2.6123","3.0","0.4094","0.5319","0.2829","16.5014"
,,,,,"5/29/16","1.0727","1.0","0.4091","0.5318","0.2828","16.4767"
"Area_19","Zona_8","Sottoarea_54","42.03267124","12.44450148","5/20/16","2.7371","3.0","0.3783","0.5595","0.3131","18.559"
,,,,,"5/21/16","2.206","2.0","0.3774","0.5589","0.3123","18.4114"
,,,,,"5/22/16","0.4364","0.0","0.3778","0.5594","0.3129","18.4122"
,,,,,"5/23/16","1.3578","1.0","0.3784","0.5599","0.3135","18.4349"
,,,,,"5/24/16","1.315","1.0","0.3788","0.5604","0.314","18.434"
,,,,,"5/25/16","1.6919","2.0","0.379","0.5608","0.3146","18.4199"
,,,,,"5/26/16","1.9","2.0","0.3781","0.5601","0.3137","18.4199"
,,,,,"5/27/16","2.3893","2.0","0.3737","0.549","0.3014","18.3972"
,,,,,"5/28/16","1.7517","2.0","0.3709","0.5438","0.2957","18.3887"
,,,,,"5/29/16","0.08","0.0","0.371","0.5441","0.2961","18.3926"
"Area_19","Zona_8","Sottoarea_55","42.22671993","12.87787923","5/20/16","3.0296","3.0","0.3769","0.523","0.2736","16.9425"
,,,,,"5/21/16","2.0074","2.0","0.3765","0.5229","0.2734","16.8474"
,,,,,"5/22/16","0.2522","0.0","0.3764","0.5231","0.2736","16.7925"
,,,,,"5/23/16","1.7727","2.0","0.3771","0.5236","0.2741","16.8254"
,,,,,"5/24/16","2.3932","2.0","0.3776","0.5241","0.2746","16.8352"
,,,,,"5/25/16","2.1767","2.0","0.3781","0.5246","0.2752","16.8578"
,,,,,"5/26/16","3.0537","3.0","0.3769","0.5232","0.2738","16.8578"
,,,,,"5/27/16","2.9322","3.0","0.3772","0.5237","0.2742","16.869"
,,,,,"5/28/16","1.7892","2.0","0.3779","0.5242","0.2748","16.9026"
